method,chunk_index,trajectory_count,trajectory_start,version_min,version_max,effective_threshold,frontier_trigger_rate,realized_turns_mean,realized_turns_median,available_turns_mean,masked_turns_mean,task_success_rate,prompt_truncated_rate
Fixed tau=0.1,0,16,0,0,0,0.1,0.9375,7.25,6.0,16.9375,9.6875,0.0625,0.9375
Fixed tau=0.1,1,16,16,0,0,0.1,0.6875,9.625,9.0,15.8125,6.1875,0.1875,0.8125
Fixed tau=0.1,2,16,32,2,2,0.1,0.5625,10.625,11.5,15.125,4.5,0.1875,0.8125
Fixed tau=0.1,3,16,48,3,3,0.1,0.875,8.75,6.5,16.125,7.375,0.125,0.875
Fixed tau=0.1,4,16,64,5,5,0.1,0.5625,13.0,14.0,17.1875,4.1875,0.0625,0.9375
Fixed tau=0.1,5,16,80,6,6,0.1,0.8125,9.625,8.5,17.5625,7.9375,0.0625,0.9375
Fixed tau=0.1,6,16,96,8,8,0.1,0.5,11.75,13.0,15.9375,4.1875,0.125,0.875
Fixed tau=0.1,7,16,112,9,9,0.1,0.5625,11.6875,10.0,17.5,5.8125,0.125,0.875
Fixed tau=0.1,8,16,128,11,11,0.1,0.75,11.0,11.0,18.5,7.5,0.125,0.875
Fixed tau=0.1,9,16,144,12,12,0.1,0.6875,10.625,8.5,18.8125,8.1875,0.0,1.0
Fixed tau=0.1,10,16,160,14,14,0.1,0.625,11.0,10.5,17.25,6.25,0.125,0.875
Fixed tau=0.1,11,16,176,15,15,0.1,0.6875,13.0,14.0,18.1875,5.1875,0.1875,0.8125
Fixed tau=0.1,12,16,192,17,17,0.1,0.25,13.375,15.5,16.25,2.875,0.125,0.875
Fixed tau=0.1,13,16,208,17,17,0.1,0.4375,12.8125,15.0,16.4375,3.625,0.1875,0.8125
Fixed tau=0.1,14,16,224,19,19,0.1,0.4375,13.25,13.5,18.875,5.625,0.0625,0.9375
Fixed tau=0.1,15,16,240,20,20,0.1,0.3125,14.5625,15.0,17.4375,2.875,0.1875,0.8125
Fixed tau=0.1,16,16,256,22,22,0.1,0.375,14.0625,12.5,16.8125,2.75,0.1875,0.8125
Fixed tau=0.1,17,16,272,23,23,0.1,0.625,11.8125,11.5,19.6875,7.875,0.0625,0.9375
Fixed tau=0.1,18,16,288,25,25,0.1,0.375,13.6875,15.0,16.6875,3.0,0.0625,0.9375
Fixed tau=0.1,19,16,304,26,26,0.1,0.3125,16.25,16.5,18.4375,2.1875,0.1875,0.8125
Fixed tau=0.1,20,16,320,28,28,0.1,0.3125,15.3125,16.5,17.0625,1.75,0.1875,0.8125
Fixed tau=0.1,21,16,336,29,29,0.1,0.375,16.1875,16.0,18.8125,2.625,0.125,0.875
Fixed tau=0.1,22,16,352,31,31,0.1,0.5,13.4375,13.0,17.4375,4.0,0.125,0.875
Fixed tau=0.1,23,16,368,32,32,0.1,0.375,13.0,12.5,18.5,5.5,0.1875,0.8125
Fixed tau=0.1,24,16,384,34,34,0.1,0.375,13.375,13.5,17.3125,3.9375,0.1875,0.8125
Fixed tau=0.1,25,16,400,35,35,0.1,0.3125,14.375,15.0,16.625,2.25,0.3125,0.6875
Fixed tau=0.1,26,16,416,37,37,0.1,0.5,11.0,9.5,15.375,4.375,0.3125,0.6875
Fixed tau=0.1,27,16,432,38,38,0.1,0.375,11.5625,11.5,14.75,3.1875,0.25,0.75
Fixed tau=0.1,28,16,448,40,40,0.1,0.3125,13.875,14.0,16.9375,3.0625,0.25,0.75
Fixed tau=0.1,29,16,464,41,41,0.1,0.5,8.75,6.0,13.75,5.0,0.375,0.625
Fixed tau=0.1,30,16,480,43,43,0.1,0.125,13.0,13.0,13.875,0.875,0.3125,0.6875
Fixed tau=0.1,31,16,496,44,44,0.1,0.25,12.3125,12.5,15.3125,3.0,0.25,0.75
Fixed tau=0.1,32,16,512,46,46,0.1,0.375,12.9375,11.0,15.4375,2.5,0.3125,0.6875
Fixed tau=0.1,33,16,528,47,47,0.1,0.5625,12.5625,12.0,16.625,4.0625,0.25,0.75
Fixed tau=0.1,34,16,544,48,48,0.1,0.25,11.8125,12.0,14.6875,2.875,0.375,0.625
Fixed tau=0.1,35,16,560,49,49,0.1,0.5625,10.4375,9.0,15.6875,5.25,0.3125,0.6875
Fixed tau=0.1,36,16,576,51,51,0.1,0.4375,9.75,7.0,15.3125,5.5625,0.25,0.75
Fixed tau=0.1,37,16,592,52,52,0.1,0.1875,13.5,12.5,15.625,2.125,0.1875,0.8125
Fixed tau=0.1,38,16,608,53,53,0.1,0.25,13.625,14.0,16.0625,2.4375,0.3125,0.6875
Fixed tau=0.1,39,16,624,55,55,0.1,0.4375,13.0,13.5,16.5625,3.5625,0.1875,0.8125
Fixed tau=0.1,40,16,640,56,56,0.1,0.4375,11.4375,10.0,15.625,4.1875,0.1875,0.8125
Fixed tau=0.1,41,16,656,58,58,0.1,0.125,9.9375,8.5,10.6875,0.75,0.6875,0.3125
Fixed tau=0.1,42,16,672,58,58,0.1,0.375,10.125,7.0,12.625,2.5,0.375,0.625
Fixed tau=0.1,43,16,688,60,60,0.1,0.4375,10.625,8.5,14.5,3.875,0.25,0.75
Fixed tau=0.1,44,16,704,61,61,0.1,0.4375,7.125,6.5,12.0,4.875,0.5625,0.4375
Fixed tau=0.1,45,16,720,63,63,0.1,0.5,9.4375,7.0,13.1875,3.75,0.4375,0.5625
Fixed tau=0.1,46,16,736,64,64,0.1,0.3125,13.25,12.5,15.125,1.875,0.25,0.75
Fixed tau=0.1,47,16,752,66,66,0.1,0.4375,8.625,7.5,13.1875,4.5625,0.4375,0.5625
Fixed tau=0.1,48,16,768,67,67,0.1,0.25,9.8125,8.5,13.1875,3.375,0.5,0.5
Fixed tau=0.1,49,16,784,69,69,0.1,0.625,11.0625,9.5,16.0,4.9375,0.5,0.5
Fixed tau=0.1,50,16,800,70,70,0.1,0.1875,10.6875,11.0,11.75,1.0625,0.4375,0.5625
Fixed tau=0.1,51,16,816,72,72,0.1,0.4375,8.5625,7.5,12.0625,3.5,0.4375,0.5625
Fixed tau=0.1,52,16,832,73,73,0.1,0.4375,10.375,9.5,14.1875,3.8125,0.3125,0.6875
Fixed tau=0.1,53,16,848,75,75,0.1,0.5,8.4375,8.0,12.0625,3.625,0.4375,0.5625
Fixed tau=0.1,54,16,864,76,76,0.1,0.375,10.5,8.0,13.8125,3.3125,0.4375,0.5625
Fixed tau=0.1,55,16,880,78,78,0.1,0.3125,10.125,9.5,11.8125,1.6875,0.625,0.375
Fixed tau=0.1,56,16,896,79,79,0.1,0.375,9.75,9.0,13.875,4.125,0.375,0.625
Fixed tau=0.1,57,16,912,81,81,0.1,0.3125,9.1875,8.0,11.8125,2.625,0.6875,0.3125
Fixed tau=0.1,58,16,928,82,82,0.1,0.5,11.125,10.0,15.1875,4.0625,0.1875,0.8125
Fixed tau=0.1,59,16,944,84,84,0.1,0.3125,10.875,8.0,14.9375,4.0625,0.4375,0.5625
Fixed tau=0.1,60,16,960,85,85,0.1,0.25,8.875,7.0,11.375,2.5,0.6875,0.3125
Fixed tau=0.1,61,16,976,87,87,0.1,0.3125,9.9375,8.5,12.125,2.1875,0.5,0.5
Fixed tau=0.1,62,16,992,88,88,0.1,0.5,8.25,7.0,12.5625,4.3125,0.5625,0.4375
Fixed tau=0.1,63,16,1008,90,90,0.1,0.375,10.8125,8.5,14.5625,3.75,0.375,0.625
Fixed tau=0.1,64,16,1024,91,91,0.1,0.1875,9.875,9.0,11.8125,1.9375,0.75,0.25
Fixed tau=0.1,65,16,1040,93,93,0.1,0.375,9.6875,8.5,12.125,2.4375,0.4375,0.5625
Fixed tau=0.1,66,16,1056,94,94,0.1,0.375,9.5,9.0,12.75,3.25,0.625,0.375
Fixed tau=0.1,67,16,1072,96,96,0.1,0.0625,10.375,10.5,11.125,0.75,0.4375,0.5625
Fixed tau=0.1,68,16,1088,97,97,0.1,0.375,10.5,9.5,14.3125,3.8125,0.4375,0.5625
Fixed tau=0.1,69,16,1104,99,99,0.1,0.375,9.9375,9.0,12.875,2.9375,0.5625,0.4375
Fixed tau=0.1,70,16,1120,100,100,0.1,0.375,6.5,6.5,8.1875,1.6875,0.75,0.25
Fixed tau=0.1,71,16,1136,102,102,0.1,0.25,8.75,7.5,10.625,1.875,0.6875,0.3125
Fixed tau=0.1,72,16,1152,103,103,0.1,0.1875,11.3125,10.0,13.4375,2.125,0.4375,0.5625
Fixed tau=0.1,73,16,1168,105,105,0.1,0.25,8.6875,6.5,10.4375,1.75,0.75,0.25
Fixed tau=0.1,74,16,1184,106,106,0.1,0.25,10.0625,8.0,10.625,0.5625,0.625,0.375
Fixed tau=0.1,75,16,1200,108,108,0.1,0.1875,11.1875,8.0,12.5625,1.375,0.5625,0.4375
Fixed tau=0.1,76,16,1216,109,109,0.1,0.4375,9.875,8.0,15.125,5.25,0.5,0.5
Fixed tau=0.1,77,16,1232,111,111,0.1,0.3125,8.5,6.5,11.625,3.125,0.5625,0.4375
Fixed tau=0.1,78,16,1248,112,112,0.1,0.1875,10.5625,9.0,11.4375,0.875,0.6875,0.3125
Fixed tau=0.1,79,16,1264,114,114,0.1,0.375,8.3125,8.0,11.3125,3.0,0.625,0.375
Fixed tau=0.1,80,16,1280,115,115,0.1,0.125,10.25,9.5,11.0625,0.8125,0.6875,0.3125
Fixed tau=0.1,81,16,1296,117,117,0.1,0.0625,8.25,7.0,8.625,0.375,0.75,0.25
Fixed tau=0.1,82,16,1312,118,118,0.1,0.1875,8.4375,6.0,10.6875,2.25,0.625,0.375
Fixed tau=0.1,83,16,1328,120,120,0.1,0.125,8.5625,7.5,10.875,2.3125,0.75,0.25
Fixed tau=0.1,84,16,1344,120,120,0.1,0.125,10.125,8.0,10.875,0.75,0.6875,0.3125
Fixed tau=0.1,85,16,1360,122,122,0.1,0.1875,7.9375,8.0,10.25,2.3125,0.875,0.125
Fixed tau=0.1,86,16,1376,123,123,0.1,0.1875,9.1875,7.5,9.8125,0.625,0.75,0.25
Fixed tau=0.1,87,16,1392,124,124,0.1,0.125,10.0625,7.0,11.0625,1.0,0.6875,0.3125
Fixed tau=0.1,88,16,1408,126,126,0.1,0.3125,9.9375,9.0,11.5625,1.625,0.5625,0.4375
Fixed tau=0.1,89,16,1424,127,127,0.1,0.25,7.9375,6.0,9.8125,1.875,0.75,0.25
Fixed tau=0.1,90,16,1440,129,129,0.1,0.1875,9.625,8.0,10.3125,0.6875,0.8125,0.1875
Fixed tau=0.1,91,16,1456,130,130,0.1,0.1875,8.9375,7.0,10.1875,1.25,0.5625,0.4375
Fixed tau=0.1,92,16,1472,132,132,0.1,0.1875,8.875,8.5,10.5,1.625,0.6875,0.3125
Fixed tau=0.1,93,16,1488,132,132,0.1,0.125,9.9375,7.0,11.125,1.1875,0.8125,0.1875
Fixed tau=0.1,94,16,1504,134,134,0.1,0.125,10.75,8.0,11.3125,0.5625,0.6875,0.3125
Fixed tau=0.1,95,16,1520,135,135,0.1,0.0625,7.75,7.0,8.875,1.125,0.875,0.125
Fixed tau=0.1,96,16,1536,137,137,0.1,0.3125,8.9375,7.0,11.8125,2.875,0.5625,0.4375
Fixed tau=0.1,97,16,1552,138,138,0.1,0.25,8.875,7.5,10.9375,2.0625,0.75,0.25
Fixed tau=0.1,98,16,1568,140,140,0.1,0.1875,10.3125,9.5,11.9375,1.625,0.6875,0.3125
Fixed tau=0.1,99,16,1584,141,141,0.1,0.125,7.4375,7.0,9.3125,1.875,0.875,0.125
Fixed tau=0.1,100,16,1600,143,143,0.1,0.375,9.4375,8.5,10.875,1.4375,0.6875,0.3125
Fixed tau=0.1,101,16,1616,144,144,0.1,0.0,10.25,8.0,10.25,0.0,0.8125,0.1875
Fixed tau=0.1,102,16,1632,146,146,0.1,0.125,9.75,9.0,10.375,0.625,0.6875,0.3125
Fixed tau=0.1,103,16,1648,147,147,0.1,0.125,8.4375,7.5,9.625,1.1875,0.8125,0.1875
Fixed tau=0.1,104,16,1664,149,149,0.1,0.3125,8.875,7.5,11.6875,2.8125,0.6875,0.3125
Fixed tau=0.1,105,16,1680,150,150,0.1,0.125,7.4375,6.5,9.625,2.1875,0.8125,0.1875
Fixed tau=0.1,106,16,1696,152,152,0.1,0.0625,7.8125,7.0,8.125,0.3125,0.875,0.125
Fixed tau=0.1,107,16,1712,153,153,0.1,0.1875,9.625,9.5,11.25,1.625,0.6875,0.3125
Fixed tau=0.1,108,16,1728,155,155,0.1,0.1875,9.8125,8.0,10.875,1.0625,0.6875,0.3125
Fixed tau=0.1,109,16,1744,156,156,0.1,0.125,8.8125,9.5,9.5625,0.75,0.875,0.125
Fixed tau=0.1,110,16,1760,158,158,0.1,0.1875,10.1875,11.0,11.5625,1.375,0.625,0.375
Fixed tau=0.1,111,16,1776,159,159,0.1,0.1875,10.25,8.0,11.875,1.625,0.75,0.25
Fixed tau=0.1,112,16,1792,161,161,0.1,0.25,10.25,8.0,12.75,2.5,0.5,0.5
Fixed tau=0.1,113,16,1808,162,162,0.1,0.0625,8.5,8.0,8.5,0.0,0.875,0.125
Fixed tau=0.1,114,16,1824,164,164,0.1,0.0625,8.9375,8.5,9.125,0.1875,0.9375,0.0625
Fixed tau=0.1,115,16,1840,165,165,0.1,0.125,9.375,7.5,10.3125,0.9375,0.75,0.25
Fixed tau=0.1,116,16,1856,167,167,0.1,0.1875,10.3125,9.0,11.9375,1.625,0.625,0.375
Fixed tau=0.1,117,16,1872,168,168,0.1,0.0625,9.0625,8.5,9.25,0.1875,0.75,0.25
Fixed tau=0.1,118,16,1888,170,170,0.1,0.0625,8.125,7.0,8.875,0.75,0.8125,0.1875
Fixed tau=0.1,119,16,1904,171,171,0.1,0.0625,8.125,7.5,8.9375,0.8125,0.8125,0.1875
Fixed tau=0.1,120,16,1920,173,173,0.1,0.0625,7.625,6.0,7.75,0.125,0.875,0.125
Fixed tau=0.1,121,16,1936,174,174,0.1,0.125,10.1875,8.5,11.5625,1.375,0.5625,0.4375
Fixed tau=0.1,122,16,1952,176,176,0.1,0.0,8.5625,8.0,8.5625,0.0,0.875,0.125
Fixed tau=0.1,123,16,1968,177,177,0.1,0.0,9.1875,8.0,9.1875,0.0,0.8125,0.1875
Fixed tau=0.1,124,16,1984,179,179,0.1,0.125,8.0625,6.5,8.875,0.8125,0.75,0.25
Fixed tau=0.1,125,16,2000,180,180,0.1,0.0625,9.875,7.0,10.8125,0.9375,0.5625,0.4375
Fixed tau=0.1,126,16,2016,182,182,0.1,0.125,8.25,7.0,10.0625,1.8125,0.75,0.25
Fixed tau=0.1,127,16,2032,183,183,0.1,0.125,10.5625,7.5,11.0625,0.5,0.75,0.25
Fixed tau=0.1,128,16,2048,185,185,0.1,0.3125,8.75,7.0,11.6875,2.9375,0.6875,0.3125
Fixed tau=0.1,129,16,2064,186,186,0.1,0.125,8.8125,8.0,9.625,0.8125,0.8125,0.1875
Fixed tau=0.1,130,16,2080,188,188,0.1,0.0625,7.5625,7.0,8.0625,0.5,0.8125,0.1875
Fixed tau=0.1,131,16,2096,189,189,0.1,0.0,9.0625,8.0,9.0625,0.0,0.875,0.125
Fixed tau=0.1,132,16,2112,191,191,0.1,0.1875,8.25,7.0,10.375,2.125,0.6875,0.3125
Fixed tau=0.1,133,16,2128,192,192,0.1,0.0,9.875,8.0,9.875,0.0,0.6875,0.3125
Fixed tau=0.1,134,16,2144,194,194,0.1,0.0,8.6875,7.0,8.6875,0.0,0.875,0.125
Fixed tau=0.1,135,16,2160,195,195,0.1,0.125,7.9375,8.0,8.5625,0.625,0.8125,0.1875
Fixed tau=0.1,136,16,2176,197,197,0.1,0.125,7.25,7.0,8.1875,0.9375,0.875,0.125
Fixed tau=0.1,137,16,2192,198,198,0.1,0.125,7.3125,7.0,8.875,1.5625,0.875,0.125
Fixed tau=0.1,138,16,2208,200,200,0.1,0.125,9.375,8.0,10.25,0.875,0.875,0.125
Fixed tau=0.1,139,16,2224,201,201,0.1,0.0,7.5,6.5,7.5,0.0,0.875,0.125
Fixed tau=0.1,140,16,2240,202,202,0.1,0.1875,7.4375,7.0,9.125,1.6875,0.875,0.125
Fixed tau=0.1,141,16,2256,204,204,0.1,0.0625,7.75,6.5,8.125,0.375,0.9375,0.0625
Fixed tau=0.1,142,16,2272,205,205,0.1,0.125,8.8125,8.0,9.25,0.4375,0.875,0.125
Fixed tau=0.1,143,16,2288,206,206,0.1,0.3125,8.75,6.0,12.1875,3.4375,0.5,0.5
Fixed tau=0.1,144,16,2304,208,208,0.1,0.0625,9.0,7.5,9.625,0.625,0.8125,0.1875
Fixed tau=0.1,145,16,2320,209,209,0.1,0.1875,8.8125,8.0,10.625,1.8125,0.75,0.25
Fixed tau=0.1,146,16,2336,210,210,0.1,0.1875,9.5,8.5,10.5625,1.0625,0.75,0.25
Fixed tau=0.1,147,16,2352,212,212,0.1,0.125,8.8125,8.5,9.4375,0.625,0.8125,0.1875
Fixed tau=0.1,148,16,2368,213,213,0.1,0.0,7.3125,7.0,7.3125,0.0,0.875,0.125
Fixed tau=0.1,149,16,2384,215,215,0.1,0.0,6.75,6.5,6.75,0.0,1.0,0.0
Fixed tau=0.1,150,16,2400,216,216,0.1,0.125,8.4375,7.5,9.4375,1.0,0.8125,0.1875
Fixed tau=0.1,151,16,2416,217,217,0.1,0.0625,9.375,6.5,9.8125,0.4375,0.75,0.25
Fixed tau=0.1,152,16,2432,219,219,0.1,0.0,7.3125,6.5,7.3125,0.0,1.0,0.0
Fixed tau=0.1,153,16,2448,220,220,0.1,0.0625,7.5,7.0,8.5625,1.0625,0.875,0.125
Fixed tau=0.1,154,16,2464,221,221,0.1,0.0,9.9375,8.5,9.9375,0.0,0.8125,0.1875
Fixed tau=0.1,155,16,2480,223,223,0.1,0.0,9.8125,7.5,9.8125,0.0,0.8125,0.1875
Fixed tau=0.1,156,16,2496,224,224,0.1,0.0625,7.4375,6.0,8.0,0.5625,0.875,0.125
Fixed tau=0.1,157,16,2512,226,226,0.1,0.0,8.4375,7.5,8.4375,0.0,0.9375,0.0625
Fixed tau=0.1,158,16,2528,227,227,0.1,0.125,7.8125,8.0,8.8125,1.0,0.875,0.125
Fixed tau=0.1,159,16,2544,229,229,0.1,0.0625,9.5,9.0,9.625,0.125,0.875,0.125
Fixed tau=0.1,160,16,2560,230,230,0.1,0.125,10.125,9.0,10.8125,0.6875,0.625,0.375
Fixed tau=0.1,161,16,2576,232,232,0.1,0.125,9.5625,7.0,9.8125,0.25,0.75,0.25
Fixed tau=0.1,162,16,2592,233,233,0.1,0.125,8.9375,8.0,9.6875,0.75,0.75,0.25
Fixed tau=0.1,163,16,2608,235,235,0.1,0.1875,8.9375,9.0,9.8125,0.875,0.75,0.25
Fixed tau=0.1,164,16,2624,236,236,0.1,0.1875,8.9375,7.5,10.375,1.4375,0.6875,0.3125
Fixed tau=0.1,165,16,2640,238,238,0.1,0.0,10.8125,9.0,10.8125,0.0,0.625,0.375
Fixed tau=0.1,166,16,2656,239,239,0.1,0.0625,7.5,6.5,8.3125,0.8125,0.875,0.125
Fixed tau=0.1,167,16,2672,241,241,0.1,0.1875,9.375,8.5,10.4375,1.0625,0.75,0.25
Fixed tau=0.1,168,16,2688,242,242,0.1,0.0625,11.4375,9.5,12.0625,0.625,0.75,0.25
Fixed tau=0.1,169,16,2704,244,244,0.1,0.0,8.6875,7.5,8.6875,0.0,0.8125,0.1875
Fixed tau=0.1,170,16,2720,245,245,0.1,0.0625,7.5,6.0,7.875,0.375,0.875,0.125
Fixed tau=0.1,171,16,2736,247,247,0.1,0.0,7.4375,7.0,7.4375,0.0,0.9375,0.0625
Fixed tau=0.1,172,16,2752,248,248,0.1,0.125,8.9375,7.5,10.625,1.6875,0.75,0.25
Fixed tau=0.1,173,8,2768,250,250,0.1,0.125,8.25,9.0,8.875,0.625,1.0,0.0
Linear anneal,0,16,0,0,0,0.1,0.9375,7.25,6.0,16.9375,9.6875,0.0625,0.9375
Linear anneal,1,16,16,0,0,0.1,0.6875,9.625,9.0,15.8125,6.1875,0.1875,0.8125
Linear anneal,2,16,32,2,2,0.1,0.5625,10.625,11.5,15.125,4.5,0.1875,0.8125
Linear anneal,3,16,48,3,3,0.1,0.875,8.75,6.5,16.125,7.375,0.125,0.875
Linear anneal,4,16,64,5,5,0.1,0.5625,13.0,14.0,17.1875,4.1875,0.0625,0.9375
Linear anneal,5,16,80,6,6,0.1,0.8125,9.625,8.5,17.5625,7.9375,0.0625,0.9375
Linear anneal,6,16,96,8,8,0.1,0.5,11.75,13.0,15.9375,4.1875,0.125,0.875
Linear anneal,7,16,112,9,9,0.1,0.5625,11.6875,10.0,17.5,5.8125,0.125,0.875
Linear anneal,8,16,128,11,11,0.1,0.75,11.0,11.0,18.5,7.5,0.125,0.875
Linear anneal,9,16,144,12,12,0.1,0.6875,10.625,8.5,18.8125,8.1875,0.0,1.0
Linear anneal,10,16,160,14,14,0.1,0.625,11.0,10.5,17.25,6.25,0.125,0.875
Linear anneal,11,16,176,15,15,0.1,0.6875,13.0,14.0,18.1875,5.1875,0.1875,0.8125
Linear anneal,12,16,192,17,17,0.1,0.25,13.375,15.5,16.25,2.875,0.125,0.875
Linear anneal,13,16,208,17,17,0.1,0.4375,12.8125,15.0,16.4375,3.625,0.1875,0.8125
Linear anneal,14,16,224,19,19,0.1,0.4375,13.25,13.5,18.875,5.625,0.0625,0.9375
Linear anneal,15,16,240,20,20,0.1,0.3125,14.5625,15.0,17.4375,2.875,0.1875,0.8125
Linear anneal,16,16,256,22,22,0.1,0.375,14.0625,12.5,16.8125,2.75,0.1875,0.8125
Linear anneal,17,16,272,23,23,0.1,0.625,11.8125,11.5,19.6875,7.875,0.0625,0.9375
Linear anneal,18,16,288,25,25,0.1,0.375,13.6875,15.0,16.6875,3.0,0.0625,0.9375
Linear anneal,19,16,304,26,26,0.1,0.3125,16.25,16.5,18.4375,2.1875,0.1875,0.8125
Linear anneal,20,16,320,28,28,0.1,0.3125,15.3125,16.5,17.0625,1.75,0.1875,0.8125
Linear anneal,21,16,336,29,29,0.1,0.375,16.1875,16.0,18.8125,2.625,0.125,0.875
Linear anneal,22,16,352,31,31,0.1,0.5,13.4375,13.0,17.4375,4.0,0.125,0.875
Linear anneal,23,16,368,32,32,0.1,0.375,13.0,12.5,18.5,5.5,0.1875,0.8125
Linear anneal,24,16,384,34,34,0.1,0.375,13.375,13.5,17.3125,3.9375,0.1875,0.8125
Linear anneal,25,16,400,35,35,0.1,0.3125,14.375,15.0,16.625,2.25,0.3125,0.6875
Linear anneal,26,16,416,37,37,0.1,0.5,11.0,9.5,15.375,4.375,0.3125,0.6875
Linear anneal,27,16,432,38,38,0.1,0.375,11.5625,11.5,14.75,3.1875,0.25,0.75
Linear anneal,28,16,448,40,40,0.1,0.3125,13.875,14.0,16.9375,3.0625,0.25,0.75
Linear anneal,29,16,464,41,41,0.1,0.5,8.75,6.0,13.75,5.0,0.375,0.625
Linear anneal,30,16,480,43,43,0.1,0.125,13.0,13.0,13.875,0.875,0.3125,0.6875
Linear anneal,31,16,496,44,44,0.1,0.25,12.3125,12.5,15.3125,3.0,0.25,0.75
Linear anneal,32,16,512,46,46,0.1,0.375,12.9375,11.0,15.4375,2.5,0.3125,0.6875
Linear anneal,33,16,528,47,47,0.1,0.5625,12.5625,12.0,16.625,4.0625,0.25,0.75
Linear anneal,34,16,544,48,48,0.1,0.25,11.8125,12.0,14.6875,2.875,0.375,0.625
Linear anneal,35,16,560,49,49,0.1,0.5625,10.4375,9.0,15.6875,5.25,0.3125,0.6875
Linear anneal,36,16,576,51,51,0.1,0.4375,9.75,7.0,15.3125,5.5625,0.25,0.75
Linear anneal,37,16,592,52,52,0.1,0.1875,13.5,12.5,15.625,2.125,0.1875,0.8125
Linear anneal,38,16,608,53,53,0.1,0.25,13.625,14.0,16.0625,2.4375,0.3125,0.6875
Linear anneal,39,16,624,55,55,0.1,0.4375,13.0,13.5,16.5625,3.5625,0.1875,0.8125
Linear anneal,40,16,640,56,56,0.1,0.4375,11.4375,10.0,15.625,4.1875,0.1875,0.8125
Linear anneal,41,16,656,58,58,0.1,0.125,9.9375,8.5,10.6875,0.75,0.6875,0.3125
Linear anneal,42,16,672,58,58,0.1,0.375,10.125,7.0,12.625,2.5,0.375,0.625
Linear anneal,43,16,688,60,60,0.1,0.4375,10.625,8.5,14.5,3.875,0.25,0.75
Linear anneal,44,16,704,61,61,0.1,0.4375,7.125,6.5,12.0,4.875,0.5625,0.4375
Linear anneal,45,16,720,63,63,0.1,0.5,9.4375,7.0,13.1875,3.75,0.4375,0.5625
Linear anneal,46,16,736,64,64,0.1,0.3125,13.25,12.5,15.125,1.875,0.25,0.75
Linear anneal,47,16,752,66,66,0.1,0.4375,8.625,7.5,13.1875,4.5625,0.4375,0.5625
Linear anneal,48,16,768,67,67,0.1,0.25,9.8125,8.5,13.1875,3.375,0.5,0.5
Linear anneal,49,16,784,69,69,0.1,0.625,11.0625,9.5,16.0,4.9375,0.5,0.5
Linear anneal,50,16,800,70,70,0.1,0.1875,10.6875,11.0,11.75,1.0625,0.4375,0.5625
Linear anneal,51,16,816,72,72,0.1,0.4375,8.5625,7.5,12.0625,3.5,0.4375,0.5625
Linear anneal,52,16,832,73,73,0.1,0.4375,10.375,9.5,14.1875,3.8125,0.3125,0.6875
Linear anneal,53,16,848,75,75,0.1,0.5,8.4375,8.0,12.0625,3.625,0.4375,0.5625
Linear anneal,54,16,864,76,76,0.1,0.375,10.5,8.0,13.8125,3.3125,0.4375,0.5625
Linear anneal,55,16,880,78,78,0.1,0.3125,10.125,9.5,11.8125,1.6875,0.625,0.375
Linear anneal,56,16,896,79,79,0.1,0.375,9.75,9.0,13.875,4.125,0.375,0.625
Linear anneal,57,16,912,80,80,0.1,0.1875,9.9375,8.0,12.0,2.0625,0.5,0.5
Linear anneal,58,16,928,81,81,0.11125,0.375,11.8125,10.5,13.9375,2.125,0.4375,0.5625
Linear anneal,59,16,944,83,83,0.13375,0.4375,9.9375,8.0,13.25,3.3125,0.375,0.625
Linear anneal,60,16,960,84,84,0.14500000000000002,0.125,12.125,9.5,13.1875,1.0625,0.625,0.375
Linear anneal,61,16,976,86,86,0.1675,0.0625,10.25,7.0,10.5,0.25,0.6875,0.3125
Linear anneal,62,16,992,87,87,0.17875000000000002,0.0625,11.375,11.5,12.0625,0.6875,0.5625,0.4375
Linear anneal,63,16,1008,89,89,0.20125,0.1875,10.25,8.5,11.9375,1.6875,0.5,0.5
Linear anneal,64,16,1024,90,90,0.21250000000000002,0.0625,14.25,15.0,14.5625,0.3125,0.5,0.5
Linear anneal,65,16,1040,92,92,0.23500000000000001,0.0,16.1875,19.0,16.1875,0.0,0.375,0.625
Linear anneal,66,16,1056,92,92,0.23500000000000001,0.0625,12.375,13.0,12.625,0.25,0.4375,0.5625
Linear anneal,67,16,1072,94,94,0.2575,0.1875,11.5,9.0,13.25,1.75,0.5,0.5
Linear anneal,68,16,1088,95,95,0.26875000000000004,0.0,11.9375,11.5,11.9375,0.0,0.5,0.5
Linear anneal,69,16,1104,97,97,0.29125,0.0,15.125,14.5,15.125,0.0,0.4375,0.5625
Linear anneal,70,16,1120,98,98,0.3025,0.0,14.4375,15.0,14.4375,0.0,0.4375,0.5625
Linear anneal,71,16,1136,100,100,0.325,0.0,10.5625,10.5,10.5625,0.0,0.5625,0.4375
Linear anneal,72,16,1152,101,101,0.33625000000000005,0.0,12.75,12.5,12.75,0.0,0.5,0.5
Linear anneal,73,16,1168,103,103,0.35875,0.0625,13.125,14.0,13.125,0.0,0.5625,0.4375
Linear anneal,74,16,1184,104,104,0.37,0.0,11.5625,7.5,11.5625,0.0,0.625,0.375
Linear anneal,75,16,1200,106,106,0.39250000000000007,0.0625,12.9375,13.0,12.9375,0.0,0.4375,0.5625
