training_step,model_version,trajectories,success_rate,frontier_trigger_rate,retained_fraction,mean_env_rounds,mean_full_turns,mean_retained_turns,teacher_entropy,student_entropy,sampled_reverse_kl,valid_action_rate,prompt_truncated_turn_rate,recorded_turns,success_rate_smooth,frontier_trigger_rate_smooth,retained_fraction_smooth,teacher_entropy_smooth,student_entropy_smooth,sampled_reverse_kl_smooth,valid_action_rate_smooth,prompt_truncated_turn_rate_smooth,mean_env_rounds_smooth
84,122.0,16,0.625,0.0625,0.9520833333333334,15.75,15.75,14.3125,0.0957628333900115,0.10080719278886556,0.12530923034759375,0.5912698412698413,0.2976190476190476,252,0.6160714285714286,0.08035714285714286,0.9514880952380952,0.09259023886903203,0.09870545250666504,0.12680259577888814,0.6158974675037369,0.2863692830262067,15.901785714285714
85,124.0,16,0.5625,0.0625,0.9541666666666666,17.25,17.25,15.875,0.08418610381810718,0.09130114783773488,0.10814176104312934,0.5942028985507246,0.3115942028985507,276,0.6160714285714286,0.09821428571428571,0.9416666666666667,0.0935515649495796,0.0977853670110015,0.12612316591251002,0.6151696850033268,0.27792074231960145,15.910714285714286
86,125.0,16,0.5,0.1875,0.91875,18.5625,18.5625,16.125,0.11625440583737863,0.10934449669626632,0.13933689789604828,0.5723905723905723,0.23905723905723905,297,0.5803571428571429,0.10714285714285714,0.9366071428571429,0.09807675216587104,0.0975210978348077,0.14341233504589052,0.5897046157484487,0.27798814366088814,16.785714285714285
87,127.0,16,0.6875,0.0,1.0,13.125,13.125,13.125,0.09067672566656003,0.08744188643864906,0.13898240473856543,0.638095238095238,0.20952380952380953,210,0.5535714285714286,0.11607142857142858,0.9285714285714286,0.0996099045285269,0.09847900245733324,0.14469189144555,0.5724874334675222,0.27443410432067117,17.160714285714285
88,128.0,16,0.4375,0.1875,0.9020833333333333,19.375,19.375,16.4375,0.09446979891024679,0.09426302970636882,0.11540492349080089,0.5741935483870968,0.27419354838709675,310,0.5535714285714286,0.13392857142857142,0.9218045112781955,0.09622496641513857,0.09500566747167268,0.14157723402727507,0.5785488323860639,0.2727334240485624,17.348214285714285
89,130.0,16,0.5,0.1875,0.8708333333333333,19.625,19.625,15.75,0.11452178160172194,0.09888950226640054,0.2435011369219534,0.4745222929936306,0.31528662420382164,314,0.5625,0.125,0.9283521303258144,0.09425279978603593,0.09434394615975228,0.1403394617229367,0.5781045779372328,0.27853806944130843,17.089285714285715
90,131.0,16,0.5625,0.125,0.9020833333333333,16.4375,16.4375,13.5,0.10139768247566222,0.10730576146704744,0.1421668856807589,0.5627376425855514,0.2737642585551331,263,0.5803571428571429,0.11607142857142858,0.9283521303258145,0.09053690737378502,0.09333825926705666,0.1370546596700939,0.5738070236396785,0.29658483748807646,16.758928571428573
91,133.0,16,0.625,0.1875,0.9047149122807018,17.0625,17.0625,14.3125,0.0720682665962932,0.07649384788924152,0.10350662841966922,0.6336996336996337,0.2857142857142857,273,0.5892857142857143,0.11607142857142858,0.9283521303258145,0.09111202650698198,0.09425924194386161,0.1354146785367971,0.5823021289988954,0.29801174971638245,16.714285714285715
92,134.0,16,0.625,0.0,1.0,15.4375,15.4375,15.4375,0.0703809374143887,0.08666909865429223,0.09947735491276088,0.5910931174089069,0.3522267206477733,247,0.6071428571428571,0.09821428571428571,0.9360902255639098,0.08967526831886664,0.09345329325084527,0.13544917931435166,0.5860953747516982,0.2982868718018078,16.339285714285715
93,136.0,16,0.625,0.125,0.91875,16.25,16.25,13.8125,0.09024315895162228,0.10230468844739707,0.11634328352614844,0.5423076923076923,0.36538461538461536,260,0.6696428571428571,0.08035714285714286,0.9535505430242273,0.088611972378577,0.09363074667986328,0.12300937506711897,0.6333858408319732,0.26614275088380157,14.821428571428571
94,137.0,16,0.75,0.0,1.0,12.8125,12.8125,12.8125,0.09470255959893864,0.09388876517628367,0.12750253680548795,0.697560975609756,0.21951219512195122,205,0.6607142857142857,0.08035714285714286,0.9547410192147036,0.08807364097496699,0.09242744867354043,0.12057407363345103,0.6383255256399817,0.2668226410806234,15.133928571428571
95,139.0,16,0.5625,0.0625,0.95625,16.75,16.75,15.4375,0.08441249159343954,0.0886213888552544,0.11564642893368282,0.6007462686567164,0.27611940298507465,268,0.6696428571428571,0.0625,0.9632936507936509,0.09002785508552293,0.09581219403943221,0.12254936526849079,0.6399629051575456,0.26484765753881956,14.633928571428571
96,140.0,16,0.9375,0.0625,0.9930555555555556,9.0,9.0,8.9375,0.10707871001969443,0.10013167626952657,0.1564225071913246,0.8055555555555556,0.09027777777777778,144,0.6875,0.08035714285714286,0.9578754578754578,0.09321091981948805,0.09732073977581399,0.1277096768849991,0.659531056304644,0.24523130897510262,14.464285714285714
97,142.0,16,0.5,0.125,0.9104166666666667,18.625,18.625,15.9375,0.09762936265039224,0.09888267542278738,0.12511977564508323,0.5973154362416108,0.2785234899328859,298,0.7142857142857143,0.07142857142857142,0.964720695970696,0.09374379785498275,0.09770491063630493,0.1312341345749346,0.6871227767535074,0.22629125432076225,13.830357142857142
98,143.0,16,0.6875,0.0625,0.9645833333333333,13.5625,13.5625,12.5,0.08574776537018462,0.10018706545048425,0.1173336698649476,0.6451612903225806,0.271889400921659,217,0.7053571428571429,0.09821428571428571,0.9477564102564103,0.09228386627977679,0.09844472581149825,0.12847280488557608,0.6750902564283042,0.2393768137477851,14.008928571428571
99,145.0,16,0.75,0.125,0.9620726495726496,14.25,14.25,13.8125,0.09266239055214454,0.09722891880896459,0.13559953622831913,0.7280701754385965,0.2149122807017544,228,0.6964285714285714,0.09821428571428571,0.9468635531135531,0.09114720834426225,0.09706486581304882,0.1263079694705791,0.6569647317371753,0.236267670563755,14.178571428571429
100,146.0,16,0.8125,0.0625,0.9666666666666667,11.8125,11.8125,10.8125,0.09397330520008519,0.10499388447083366,0.14101448735569694,0.7354497354497355,0.2328042328042328,189,0.6428571428571429,0.08928571428571429,0.9478556166056167,0.08882668391809677,0.09652912425707247,0.11893145717546443,0.6350530685211643,0.26788430272386543,15.357142857142858
101,148.0,16,0.6875,0.1875,0.88125,14.0625,14.0625,10.9375,0.08448303857249694,0.09906747140263698,0.10817322897997823,0.6133333333333333,0.3111111111111111,225,0.6696428571428571,0.09821428571428571,0.9453630570818071,0.0886632414907901,0.0963914640229494,0.11848963825194828,0.6441829333146368,0.26016520357893425,14.883928571428571
102,149.0,16,0.5,0.0625,0.95,17.9375,17.9375,16.4375,0.07645588604483786,0.07896236886610833,0.10049258102870391,0.4738675958188153,0.25435540069686413,287,0.6607142857142857,0.10714285714285714,0.9367321047008547,0.09138366901189483,0.09527476651631431,0.11876391412647491,0.6430748318617926,0.26112756833276485,15.285714285714286
103,151.0,16,0.5625,0.0,1.0,17.25,17.25,17.25,0.09083503903653596,0.0963814853776921,0.10478692112552193,0.6521739130434783,0.3115942028985507,276,0.6696428571428571,0.11607142857142858,0.9228050595238095,0.09287258937847495,0.09645921396754374,0.12047274447909803,0.6476362353705646,0.2581809159876162,14.8125
104,152.0,16,0.6875,0.1875,0.89296875,15.3125,15.3125,12.375,0.09648526565924569,0.09791905378392594,0.12202704318047022,0.6612244897959184,0.22448979591836735,245,0.6339285714285714,0.125,0.9162574404761905,0.0958968739057127,0.09454572157396857,0.12966678739361354,0.6196185364058352,0.2677268067534107,15.508928571428571
105,154.0,16,0.625,0.125,0.9041666666666667,16.375,16.375,13.5,0.10479075801791761,0.0923701829040385,0.11925360098663408,0.6374045801526718,0.2786259541984733,262,0.6160714285714286,0.125,0.9228050595238094,0.09778341739040593,0.09409890367631056,0.13094394847547222,0.6217954071541346,0.2620578725130479,16.0
106,155.0,16,0.8125,0.1875,0.8645833333333334,10.9375,10.9375,6.875,0.10308483311820549,0.10552005096757064,0.14756134869668094,0.76,0.19428571428571428,175,0.6517857142857143,0.125,0.9251860119047619,0.1006961874564749,0.09669212547620569,0.1353992997340002,0.6550118904262187,0.254900718006201,15.535714285714286
107,157.0,16,0.5625,0.125,0.9208333333333333,16.6875,16.6875,14.3125,0.1151432968907495,0.09159943771580746,0.2053727877573053,0.5393258426966292,0.299625468164794,267,0.6785714285714286,0.15178571428571427,0.9061383928571429,0.09975648718828098,0.0955627686899692,0.13594051573667706,0.6633479479613609,0.24860781182771133,15.107142857142858
108,158.0,16,0.5625,0.1875,0.9270833333333334,17.5,17.5,15.3125,0.09768884296534937,0.09593974611903094,0.1171133565529892,0.6285714285714286,0.2714285714285714,280,0.6785714285714286,0.13392857142857142,0.9148809523809524,0.09771996671093533,0.09287033524321295,0.1326234793271321,0.660222201175527,0.2557650072585769,15.098214285714286
109,160.0,16,0.75,0.0625,0.9666666666666667,14.6875,14.6875,13.6875,0.09684527650732067,0.09711492146537432,0.1316800398383997,0.7063829787234043,0.20425531914893616,235,0.6785714285714286,0.13392857142857142,0.9189066416040099,0.09479921516782287,0.09094067876583077,0.1300063486182224,0.668025687654752,0.25167558523022354,15.223214285714286
110,161.0,16,0.75,0.1875,0.8666666666666667,14.25,14.25,10.25,0.08425713715917856,0.08847598787403667,0.1085754331442601,0.7105263157894737,0.2675438596491228,228,0.6071428571428571,0.125,0.9269423558897243,0.09044876692703341,0.08630997194622346,0.12023733388778747,0.6312731505743461,0.2734911311207109,16.928571428571427
111,163.0,16,0.6875,0.0625,0.9541666666666667,15.25,15.25,13.875,0.08222962231782607,0.07907201965663212,0.0988077883136553,0.639344262295082,0.27459016393442626,244,0.5892857142857143,0.11607142857142858,0.9322994987468672,0.08344694825870137,0.08367742300907406,0.10302585182112538,0.6368596548389733,0.28250822110277113,17.276785714285715
112,164.0,16,0.625,0.125,0.9323464912280701,17.25,17.25,15.4375,0.08434549721613047,0.07886258756236332,0.10093368602426635,0.6920289855072463,0.25,276,0.5982142857142857,0.09821428571428571,0.937061403508772,0.08107732403841891,0.08072536319862413,0.10085553773693845,0.6393022066628525,0.2814155005499831,17.044642857142858
113,166.0,16,0.3125,0.125,0.9208333333333334,22.875,22.875,20.5,0.07263169543267915,0.07310510323031937,0.07917824558363627,0.5027322404371585,0.3469945355191257,366,0.5982142857142857,0.10714285714285714,0.9284304511278195,0.08078947637140498,0.07872431874067112,0.09755107572438547,0.6373418597678969,0.28172502900708135,16.892857142857142
114,167.0,16,0.4375,0.0625,0.9583333333333334,19.125,19.125,17.875,0.06613056621242538,0.07317159515576167,0.08489241329067079,0.5784313725490197,0.3627450980392157,306,0.5535714285714286,0.09821428571428571,0.9352756892230577,0.07984154984523807,0.0771631393253014,0.09450809382251825,0.622934874562949,0.28866576795121585,17.625
115,169.0,16,0.625,0.0625,0.9604166666666667,15.875,15.875,14.6875,0.08110147342337205,0.07527532744588142,0.1019211579636806,0.6456692913385826,0.2637795275590551,254,0.5625,0.08928571428571429,0.9418233082706767,0.07904769238505668,0.07630989416353227,0.09275029792203238,0.618407908862558,0.28703258663727527,17.3125
116,170.0,16,0.75,0.125,0.90625,13.625,13.625,10.8125,0.09483034283822316,0.08310761025970331,0.10854880575052882,0.6926605504587156,0.20642201834862386,218,0.5535714285714286,0.09821428571428571,0.9330357142857143,0.08015521035311221,0.07865295854423447,0.09415960463865163,0.613014495638209,0.2863687523303183,17.25
117,172.0,16,0.4375,0.125,0.9145833333333333,19.375,19.375,16.8125,0.07762165147601024,0.07754773196644864,0.08727455983118963,0.6096774193548387,0.3161290322580645,310,0.6160714285714286,0.08928571428571429,0.9404761904761906,0.08770178516624301,0.08018871642244382,0.11227536234995646,0.6390792020307842,0.26920551180642205,15.910714285714286
118,173.0,16,0.75,0.0,1.0,13.0625,13.0625,13.0625,0.07667262009655629,0.07309930352424825,0.08650321701025415,0.6076555023923444,0.2631578947368421,209,0.6696428571428571,0.08928571428571429,0.9392857142857142,0.09017538825071582,0.08031250446793825,0.11703785223503628,0.6622936691647879,0.2395905570162158,14.901785714285714
119,175.0,16,0.5625,0.1875,0.8708333333333333,16.8125,16.8125,12.9375,0.09209812299251917,0.09526403822727866,0.11079883304060122,0.654275092936803,0.24535315985130113,269,0.6517857142857143,0.125,0.9166666666666667,0.09929931385705297,0.08369352510725936,0.13634474445529332,0.6537676648516328,0.2537730994850314,15.4375
120,176.0,16,0.75,0.0625,0.9729166666666667,13.5,13.5,12.6875,0.12545771912459477,0.0838554083777848,0.20598854956277,0.6851851851851852,0.22685185185185186,216,0.625,0.11607142857142858,0.9238095238095239,0.0965742453054776,0.0827297721644452,0.13251726950737205,0.6462447290718164,0.26792060335730594,15.946428571428571
121,178.0,16,0.8125,0.0625,0.95,12.0625,12.0625,10.5625,0.08344578780373506,0.07403811147422264,0.11822984248622959,0.7409326424870466,0.15544041450777202,193,0.6696428571428571,0.10714285714285714,0.9337797619047619,0.09816914074906884,0.08374923605795785,0.13276480467470203,0.6574868253101618,0.25996861536030663,15.098214285714286
122,179.0,16,0.5,0.3125,0.8020833333333334,19.625,19.625,13.6875,0.1449689526677321,0.09894247192112925,0.23706940350547986,0.5859872611464968,0.3630573248407643,314,0.6696428571428571,0.11607142857142858,0.928422619047619,0.0990942661568721,0.08552410069822967,0.13400705293667486,0.6647205331521742,0.2640113856024951,15.008928571428571
123,181.0,16,0.5625,0.0625,0.95625,17.1875,17.1875,15.875,0.07575486297719551,0.07636133966000416,0.08175648111507991,0.64,0.3054545454545455,275,0.6696428571428571,0.09821428571428571,0.9421130952380954,0.0972487846854779,0.08411522100990687,0.1296314855819267,0.6550335435059929,0.280518399286466,14.982142857142858
124,182.0,16,0.75,0.0625,0.984375,13.4375,13.4375,13.1875,0.08878591958114904,0.08468397922103729,0.08900730600249938,0.6883720930232559,0.26046511627906976,215,0.6696428571428571,0.08928571428571429,0.9459821428571429,0.09110826255744257,0.08371606386690358,0.11408094677431142,0.660249676080616,0.28382527759334425,14.946428571428571
125,184.0,16,0.75,0.0625,0.9625,12.4375,12.4375,11.3125,0.08314849795117905,0.08552335600615091,0.09519895484406417,0.6582914572864321,0.2914572864321608,199,0.6607142857142857,0.08035714285714286,0.953125,0.09103889929342705,0.08418494862226664,0.11272350297017363,0.6586675585689257,0.28802437883834103,15.107142857142858
126,185.0,16,0.5625,0.0625,0.9666666666666667,16.625,16.625,15.625,0.07917975269275974,0.08540188040901904,0.08016986155736393,0.5864661654135338,0.3609022556390977,266,0.6696428571428571,0.0625,0.9656250000000001,0.09359970079695477,0.08354464409946734,0.11840873704597053,0.6586437920511958,0.2713402833920058,14.696428571428571
127,187.0,16,0.75,0.0,1.0,13.25,13.25,13.25,0.08247406422834754,0.0810613083767618,0.09713477790946301,0.7216981132075472,0.25,212,0.6875,0.08035714285714286,0.9540178571428571,0.09538559497235495,0.08534081576090588,0.122218598950227,0.6671539085441448,0.258973079780167,14.321428571428571
128,188.0,16,0.75,0.0,1.0,13.1875,13.1875,13.1875,0.08296024495562648,0.07732030476176399,0.1087277358572651,0.7298578199052133,0.1848341232227488,211,0.6696428571428571,0.09821428571428571,0.9363095238095239,0.09421373994831217,0.08630384185460772,0.12399886030401756,0.6432198000170131,0.2687875869783951,14.544642857142858
129,190.0,16,0.5625,0.1875,0.8895833333333333,16.75,16.75,13.4375,0.162894563192426,0.09446034026153419,0.2768660420360582,0.585820895522388,0.2462686567164179,268,0.6607142857142857,0.11607142857142858,0.9220238095238095,0.09802787306047044,0.0896354067412175,0.1267838887367951,0.6408448299284751,0.26226987939284835,14.910714285714286
130,191.0,16,0.6875,0.1875,0.875,14.5625,14.5625,10.8125,0.08825612220499672,0.08893454129007392,0.10842551444487529,0.6995708154506438,0.21888412017167383,233,0.6964285714285714,0.11607142857142858,0.9202380952380952,0.10038545974370372,0.09186728539155806,0.13080262149569685,0.6615186342549596,0.24527462628311544,14.196428571428571
131,193.0,16,0.625,0.1875,0.8604166666666667,15.0,15.0,10.8125,0.08058293441284965,0.0914251618769503,0.10146913547903326,0.5208333333333334,0.32916666666666666,240,0.6875,0.11607142857142858,0.9202380952380952,0.10008234655816266,0.09300266760970624,0.13159544142997662,0.6563130415315138,0.24940097801902897,14.544642857142858
132,194.0,16,0.6875,0.1875,0.8625,15.0,15.0,10.875,0.10984742973628697,0.10884431021241936,0.114694153873507,0.6416666666666667,0.24583333333333332,240,0.7053571428571429,0.125,0.9180059523809524,0.1000231828628678,0.09406545038818837,0.1312243888773375,0.6690872256070168,0.24537131841922147,14.142857142857142
133,196.0,16,0.8125,0.0625,0.9541666666666666,11.625,11.625,10.25,0.09568285947539265,0.10102503096140288,0.10830099086967622,0.7311827956989247,0.24193548387096775,186,0.7410714285714286,0.11607142857142858,0.9261904761904763,0.08929042261343413,0.09339924759862202,0.2938555583785528,0.6917477325958821,0.24114246269782844,13.357142857142858
134,197.0,16,0.6875,0.0,1.0,15.6875,15.6875,15.6875,0.08035227192956014,0.08900898390379913,0.10268451744942128,0.6852589641434262,0.2788844621513944,251,0.7589285714285714,0.08928571428571429,0.9440476190476191,0.08867583363735086,0.09221832284404823,0.2934154064125613,0.6950699142395788,0.23238883062361415,12.919642857142858
135,199.0,16,0.875,0.0625,0.984375,10.375,10.375,10.25,0.0825460990885624,0.08475978421113879,0.10613036798879125,0.8192771084337349,0.1566265060240964,166,0.7678571428571429,0.09821428571428571,0.9433170995670995,0.0911302163251368,0.09421765523167028,0.295677185936972,0.7136454479013195,0.2198477797204943,12.848214285714286
136,200.0,16,0.8125,0.125,0.946875,11.25,11.25,9.75,0.08776524144639045,0.08979692073456963,1.4152842285445653,0.7444444444444445,0.21666666666666667,180,0.75,0.11607142857142858,0.9361742424242424,0.09517045563244897,0.09393282259524922,0.3009275924799331,0.7070851642133762,0.21917655378331088,13.223214285714286
137,202.0,16,0.8125,0.0,1.0,11.5,11.5,11.5,0.08395399937241368,0.08066806800805756,0.10534445068293474,0.7228260869565217,0.15760869565217392,184,0.7678571428571429,0.10714285714285714,0.9427218614718615,0.09427920558190887,0.09067852435033143,0.29958215029494484,0.7299837460016804,0.19901079805866548,12.714285714285714
138,203.0,16,0.6875,0.25,0.8553030303030303,14.5,14.5,10.375,0.09776361322735133,0.10542048859030463,0.11730159214990823,0.6508620689655172,0.2413793103448276,232,0.7767857142857143,0.16071428571428573,0.9157358266733266,0.09820319391415322,0.0939973341297863,0.3008837268203805,0.7185902635748999,0.19128025235158552,12.419642857142858
139,205.0,16,0.5625,0.3125,0.8125,17.625,17.625,12.0,0.13812910488747213,0.10685048175747182,0.15144699967423483,0.5957446808510638,0.24113475177304963,282,0.7678571428571429,0.16964285714285715,0.908741779054279,0.10075639982338332,0.09638266801563457,0.3029576472128514,0.7121034404748904,0.19618429061519274,12.714285714285714
140,206.0,16,0.9375,0.0,1.0,8.0625,8.0625,8.0625,0.08944410912161199,0.07824494324697846,0.09888289557475803,0.8914728682170543,0.10077519379844961,129,0.7767857142857143,0.16071428571428573,0.9116318166482639,0.10123728915885814,0.09588062062471545,0.11561266862565736,0.7217803399995057,0.18626164135244191,12.866071428571429
141,208.0,16,0.75,0.375,0.8110977564102564,13.625,13.625,8.5625,0.10782019025527059,0.11224065235998322,0.11179555312747129,0.6055045871559633,0.22477064220183487,218,0.7589285714285714,0.17857142857142858,0.8979413404577878,0.10453841535906645,0.09976726357469999,0.11749204037422643,0.7098744673686844,0.1962415149962454,13.303571428571429
142,209.0,16,0.8125,0.125,0.9354166666666667,12.4375,12.4375,10.9375,0.10041854045317301,0.10145712141207665,0.12064781073608741,0.7738693467336684,0.19095477386934673,199,0.7678571428571429,0.15178571428571427,0.9153385266049741,0.10339485533178637,0.09732195617822416,0.11661346335456259,0.720535628384815,0.187669120521214,13.053571428571429
143,211.0,16,0.875,0.0625,0.9671052631578947,12.3125,12.3125,11.6875,0.09113146679471425,0.0862825889981358,0.10386937843420699,0.8121827411167513,0.14720812182741116,197,0.7946428571428571,0.13392857142857142,0.9242670980335455,0.09973771400797053,0.09829473895174091,0.11406486970798106,0.7302094651863114,0.1793201999382509,12.392857142857142
144,212.0,16,0.6875,0.125,0.9041666666666667,14.5625,14.5625,11.6875,0.10706188277387181,0.10787456865794925,0.11850005292291822,0.6394849785407726,0.22746781115879827,233,0.7410714285714286,0.16964285714285715,0.9019456694621167,0.10851496177110229,0.10285807551639115,0.13324522315830187,0.6853958808378433,0.20989728865487448,13.651785714285714
145,214.0,16,0.75,0.0625,0.9770833333333333,12.75,12.75,12.0625,0.08975869303639077,0.08830333681497385,0.11115155301226136,0.7254901960784313,0.18137254901960784,204,0.7142857142857143,0.14285714285714285,0.9110745614035088,0.10650144208892927,0.10100768390558978,0.1313913581355202,0.6828368313692647,0.22054006448214106,14.151785714285714
146,215.0,16,0.75,0.1875,0.875,13.0,13.0,9.25,0.11252911562076132,0.11365996117208917,0.13360684414816418,0.6634615384615384,0.18269230769230768,208,0.7321428571428571,0.13392857142857142,0.912860275689223,0.10542235271904125,0.0986589888864985,0.1298665285348984,0.6930823868779002,0.21216837409744446,13.589285714285714
147,217.0,16,0.5625,0.25,0.84375,16.875,16.875,12.1875,0.1508848434635342,0.11018829919953001,0.2331453697270035,0.5777777777777777,0.3148148148148148,270,0.7410714285714286,0.13392857142857142,0.9164434523809524,0.1061446184045789,0.0986421633412754,0.1300849845877025,0.6959221479615485,0.20967735560301604,13.0
148,218.0,16,0.5625,0.1875,0.875,17.125,17.125,13.375,0.09372555248005951,0.09928791108437375,0.09881849796799964,0.5875912408759124,0.29927007299270075,274,0.75,0.13392857142857142,0.9170386904761906,0.10395136583272939,0.09614805320428953,0.12713938686516857,0.6967100081700097,0.2143248111517591,12.705357142857142
149,220.0,16,0.9375,0.0625,0.9479166666666666,8.5,8.5,6.9375,0.09286491486395695,0.08501625627843767,0.10997400353173518,0.8455882352941176,0.1323529411764706,136,0.7321428571428571,0.13392857142857142,0.9164434523809524,0.1021853302571177,0.0941084501982001,0.12183290123317647,0.6915534000722251,0.22629323488488876,13.241071428571429
150,220.0,16,0.9375,0.0625,0.9921875,8.1875,8.1875,8.125,0.09618732659347773,0.08616481018157406,0.10539857080383544,0.8320610687022901,0.1297709923664122,131,0.75,0.13392857142857142,0.91914908008658,0.1017978867483695,0.09120489849952562,0.11914475345323985,0.7088347713955125,0.22329099760121432,12.875
151,222.0,16,0.75,0.125,0.9083333333333333,12.5,12.5,9.75,0.09170911477092528,0.09041579769904824,0.09788086886518066,0.645,0.26,200,0.7857142857142857,0.09821428571428571,0.9414705086580086,0.09212407670397485,0.08627431828825784,0.09732462933202267,0.7402768517737632,0.20415331888906754,12.142857142857142
152,223.0,16,0.625,0.0625,0.9729166666666667,16.5,16.5,15.6875,0.07739644400710893,0.07402611577234783,0.07400615358831668,0.6893939393939394,0.26515151515151514,264,0.8214285714285714,0.09821428571428571,0.9454883658008658,0.09107016653747912,0.08341666414893785,0.0965959117090467,0.769402273693318,0.19051351834644067,11.580357142857142
153,225.0,16,0.875,0.1875,0.8939393939393939,10.4375,10.4375,7.6875,0.10981701105952385,0.09333509928136788,0.11478980968860789,0.7844311377245509,0.16167664670658682,167,0.7946428571428571,0.09821428571428571,0.950944715007215,0.08941481026261024,0.08228026964915801,0.09316368812563304,0.7525610301536486,0.20648187752109645,12.267857142857142
154,226.0,16,0.8125,0.0,1.0,11.75,11.75,11.75,0.0831681731527718,0.07567423772065549,0.08040450087848315,0.7978723404255319,0.18085106382978725,188,0.7589285714285714,0.11607142857142858,0.9359893578643579,0.09107348762382064,0.08502162218008302,0.09247579650071489,0.7148639943650099,0.22820290458563494,13.0625
155,227.0,16,0.8125,0.1875,0.903125,13.1875,13.1875,10.4375,0.08634818131458934,0.07928433210913378,0.09371747460716794,0.7914691943127962,0.2037914691943128,211,0.7589285714285714,0.11607142857142858,0.9374774531024531,0.08966632562717572,0.08352690060044164,0.08949412524444479,0.7325560259515137,0.22121080121162204,13.053571428571429
156,229.0,16,0.75,0.0625,0.9861111111111112,13.3125,13.3125,13.1875,0.08127742093987474,0.07706149477997877,0.08594843844783959,0.7276995305164319,0.24413145539906103,213,0.7857142857142857,0.125,0.9288465007215007,0.0914067494714209,0.08469312268908054,0.09280916139518758,0.7338444200970508,0.20449603449685536,12.383928571428571
157,230.0,16,0.6875,0.1875,0.8875,13.75,13.75,10.375,0.10779806812195063,0.10535427789804913,0.10058332942940829,0.5681818181818182,0.2818181818181818,220,0.7589285714285714,0.10714285714285714,0.9377480158730158,0.08801683031795451,0.08412141346159495,0.08954658235868154,0.7222195102162509,0.21945302008898987,12.9375
158,232.0,16,0.75,0.125,0.91875,12.4375,12.4375,10.0,0.08185898079441072,0.07995274664155864,0.07700917007129005,0.7688442211055276,0.21105527638190955,199,0.7142857142857143,0.10714285714285714,0.9377480158730158,0.08712731112185981,0.08573071282744,0.08900563932500281,0.6897365763381303,0.2470129383709172,13.982142857142858
159,233.0,16,0.8125,0.125,0.9125,11.8125,11.8125,9.1875,0.08957941091682527,0.08218967039282007,0.0972114066435162,0.6984126984126984,0.14814814814814814,189,0.6696428571428571,0.09821428571428571,0.9396825396825397,0.08784068006858493,0.08893555515134151,0.08832237619609754,0.6514764983861093,0.2661624196057065,14.741071428571429
160,234.0,16,0.6875,0.0625,0.95625,14.3125,14.3125,13.0,0.08608757698525907,0.08933313468896871,0.09195175643306559,0.7030567685589519,0.2663755458515284,229,0.6696428571428571,0.09821428571428571,0.9375,0.0873844002494801,0.08906737042002437,0.08619709124848726,0.6487098987885238,0.263693904813248,14.767857142857142
161,236.0,16,0.5,0.0,1.0,19.0625,19.0625,19.0625,0.07694153878010894,0.08693933328157087,0.07661789964273204,0.5704918032786885,0.3737704918032787,305,0.6517857142857143,0.10714285714285714,0.9333333333333333,0.09002427310940186,0.087492548834577,0.08713794052497412,0.6495974195722384,0.26199076366374013,15.383928571428571
162,237.0,16,0.5,0.125,0.9166666666666666,18.5,18.5,16.0,0.09134176394166518,0.10171822837644433,0.08893463270483103,0.5236486486486487,0.33783783783783783,296,0.6517857142857143,0.11607142857142858,0.930573593073593,0.09324155968772148,0.09139162797609698,0.09196616474115725,0.633888031510434,0.2658854037533739,15.517857142857142
163,239.0,16,0.75,0.0625,0.9708333333333333,13.5,13.5,12.625,0.07808346220614087,0.07798420166075883,0.07107144381456758,0.7083333333333334,0.22685185185185186,216,0.6160714285714286,0.10714285714285714,0.9368235930735931,0.09148677927064697,0.09190317600223089,0.08886272186766515,0.6236593023376055,0.2887172418026032,16.294642857142858
164,239.0,16,0.5625,0.25,0.8583333333333333,18.0625,18.0625,13.8125,0.12627717814140296,0.09433052679991752,0.10716927436481627,0.5743944636678201,0.2698961937716263,289,0.6071428571428571,0.125,0.9270021645021645,0.09158172108906629,0.09321407782097876,0.08801425837509402,0.5946511925434695,0.2911397828714325,16.392857142857142
165,241.0,16,0.75,0.1875,0.8994318181818182,13.375,13.375,11.4375,0.10437998684264799,0.10724630063219853,0.11080673958457207,0.6588785046728972,0.2383177570093458,214,0.625,0.125,0.9270021645021644,0.09470923784069425,0.09505761906630518,0.0929254948656713,0.5842963589504411,0.27189311614256345,15.910714285714286
166,242.0,16,0.5625,0.0625,0.95625,17.25,17.25,15.9375,0.07729594799730373,0.08577050657575745,0.07548730652907144,0.6268115942028986,0.3079710144927536,276,0.6696428571428571,0.11607142857142858,0.936228354978355,0.09541097237334165,0.09416277966639464,0.0923286300683618,0.6235068471045911,0.24710474628377105,15.169642857142858
167,244.0,16,0.625,0.1875,0.8875,15.0,15.0,11.625,0.08675216971419428,0.09850944742020383,0.08601251198506771,0.5,0.2833333333333333,240,0.6517857142857143,0.11607142857142858,0.9341450216450217,0.09368173444503328,0.09429939182999068,0.0905049741740763,0.6101429412309578,0.26138994588025466,15.535714285714286
168,245.0,16,0.625,0.0,1.0,15.6875,15.6875,15.6875,0.09883415604150474,0.0998441219988558,0.11099655507677303,0.49800796812749004,0.23904382470119523,251,0.6785714285714286,0.08928571428571429,0.9478354978354978,0.08759527014740501,0.09317777912127014,0.08731389209308896,0.6211601823520051,0.2603513842880599,14.723214285714286
