trainer_step,time_read_experience_sec,time_train_step_sec,time_step_sec,time_trainer_sync_interval_sec,time_sync_weight_sec,time_save_checkpoint_sec,sample_model_version,sample_task_count,critic_score_mean,perf_throughput_tokens_sec,actor_pg_loss,actor_final_loss,actor_ppo_kl,actor_grad_norm,actor_lr
134,69.98086071014404,11.566452741622925,11.558391157537699,98.73414397239685,1.3262455463409424,,132.0,10.0,1.0,6656.159923245708,0.026263729901984334,0.026263729901984334,0.000562579483812442,5.8562750816345215,1e-06
135,110.85893058776855,12.808410882949829,12.800170425325632,124.48195242881775,1.1291477680206299,,134.0,11.0,0.96875,6149.371249328313,0.028392108128173277,0.028392107458785176,0.0006099477773204853,6.832383632659912,1e-06
136,0.046323537826538086,40.43549704551697,40.42290852218866,,,,134.0,3.0,0.0,5934.877245864508,0.008877123765463088,0.008877123668450318,0.0020306773318831497,6.459793567657471,1e-06
137,82.92024493217468,14.36802077293396,14.358901485800743,139.30421018600464,1.253572702407837,,135.0,9.0,0.875,6533.508158181248,0.02495035915635526,0.024950359016656876,0.0008455534403765341,5.136350154876709,1e-06
138,93.54961204528809,12.244303941726685,12.236527033150196,105.82150840759277,1.4446468353271484,,137.0,11.0,1.0,6323.362812861794,0.028657394810579717,0.028657394694164395,-0.000201766923055402,5.743069648742676,1e-06
139,0.0448603630065918,27.24070715904236,27.22982832044363,,,,137.0,4.0,0.578125,5976.35056985731,0.015492254882701673,0.015492254926357418,0.0014465802473750955,6.5252838134765625,1e-06
140,83.06706881523132,13.9253990650177,13.916231147944927,125.69979429244995,1.2452352046966553,25.34667158126831,138.0,9.0,1.0,6285.609880295599,0.026174368453212082,0.02617436833679676,-5.272828930174001e-05,7.670242786407471,1e-06
141,62.25394320487976,12.730863809585571,12.722733978182077,100.45664858818054,1.3574330806732178,,140.0,10.0,1.0,6331.186373788318,0.03420659911353141,0.03420659922994673,0.000867255606863182,6.842931270599365,1e-06
142,0.061144351959228516,28.81690502166748,28.792737759649754,,,,140.0,6.0,0.484375,6010.03980394343,0.010671419363158444,0.010671419314652061,0.00021163016066970563,5.890198230743408,1e-06
143,81.26233220100403,12.866156816482544,12.855746652930975,124.21264219284058,1.0988800525665283,,141.0,9.0,1.0,6649.088715552098,0.027999312253086828,0.027999312384054065,0.0016579828261455987,13.984475135803223,1e-06
144,113.15966868400574,14.642640829086304,14.632531143724918,128.30908632278442,1.401900291442871,,143.0,9.0,1.0,6213.723320110043,0.021894850861281158,0.021894850488752126,0.0001091915968572721,7.829371452331543,1e-06
145,0.0452275276184082,31.95195960998535,31.940088737756014,,,,143.0,4.0,0.25,5897.43195601509,0.013765098887435871,0.013765098780923937,0.00041961185343097895,9.002227783203125,1e-06
146,63.23515963554382,14.608654499053955,14.599489234387875,110.9877781867981,1.201066493988037,,144.0,9.0,1.0,6519.782882253067,0.026251684920862318,0.026251684967428447,0.0011831997292119922,12.84118938446045,1e-06
147,68.92151951789856,11.772332668304443,11.762164756655693,81.18640661239624,1.1475820541381836,,146.0,10.0,1.0,6245.448990028151,0.026979186775861308,0.02697918692138046,-3.3678015824989416e-05,8.990857124328613,1e-06
148,0.045529842376708984,27.05994153022766,27.047940984368324,,,,146.0,5.0,0.5625,5995.92775264211,0.014946235954994336,0.014946235954994336,-0.0008436306160319873,6.5576324462890625,1e-06
149,60.60161733627319,12.239841222763062,12.228197902441025,101.69233822822571,1.2559456825256348,,147.0,10.0,1.0,6623.093659927835,0.03812487289542332,0.03812487283721566,0.0007036782433260669,12.12874984741211,1e-06
150,93.14757990837097,14.582308530807495,14.571517627686262,108.12543606758118,1.2696423530578613,,149.0,9.0,1.0,6127.536079725246,0.02645028429105878,0.026450284104794265,0.0003881471522618085,11.063520431518555,1e-06
151,0.046853065490722656,30.302353858947754,30.29194064810872,,,,149.0,4.0,0.328125,5920.320592308997,0.014002560547346042,0.014002560534411006,-0.00032411006618657566,7.60344123840332,1e-06
152,51.884886741638184,13.417036294937134,13.408336725085974,96.88549327850342,1.0244531631469727,,150.0,11.0,1.0,6504.348882947732,0.02388820839114487,0.023888208065181972,0.0006990281617618166,7.356071949005127,1e-06
153,113.60856556892395,13.381511688232422,13.37309443578124,127.05014514923096,1.0198752880096436,,152.0,10.0,1.0,5340.162693304726,0.026132703613257036,0.026132703525945544,-2.5671222829259932e-05,4.726582050323486,1e-06
154,0.04687333106994629,28.297670602798462,28.28553683310747,,,,152.0,5.0,0.640625,5962.888418740698,0.011634035927272635,0.011634035927272635,0.00044609425003727665,6.749362945556641,1e-06
155,63.25175881385803,12.112658023834229,12.10433143004775,104.817458152771,1.2279598712921143,,153.0,9.0,1.0,6669.224191895871,0.03194456633355003,0.031944565824232996,0.000306888650811743,8.079036712646484,1e-06
156,106.89357924461365,11.682337999343872,11.67398626729846,119.30552101135254,1.0797019004821777,,155.0,11.0,1.0,6110.980291268499,0.033819616117398255,0.03381961619015783,0.0001858589448602288,7.204108238220215,1e-06
157,0.04638385772705078,27.237536191940308,27.22515558823943,,,,155.0,5.0,0.4375,5831.334902217412,0.015864179747950402,0.015864179704294656,0.00013286268131196266,6.505038261413574,1e-06
158,59.697372913360596,12.68683123588562,12.67620837688446,101.31876015663147,1.116858720779419,,156.0,11.0,1.0,6580.792735477477,0.03730397130129859,0.03730397159233689,0.0005141085675859358,10.697527885437012,1e-06
159,85.00854158401489,11.976568460464478,11.968457482755184,97.50282192230225,0.9673001766204834,,158.0,9.0,1.0,6382.317864274648,0.03579387944773771,0.035793879767879844,0.00014083547466725577,8.567099571228027,1e-06
160,0.04708743095397949,35.045572996139526,35.034873746335506,,,28.5205020904541,158.0,4.0,0.328125,5999.636291596045,0.011403563461499289,0.011403563315980136,0.0009466014729696326,6.274348258972168,1e-06
161,79.00566053390503,15.252079010009766,15.243204403668642,159.33316588401794,2.4520859718322754,,159.0,8.0,0.859375,5887.049574589613,0.01869857783894986,0.018698577675968407,0.0008734492239454994,6.522124767303467,1e-06
162,85.06606650352478,16.6398503780365,16.62962831184268,102.14830946922302,0.9553194046020508,,161.0,9.0,1.0,6101.218746287024,0.017272834130562843,0.017272834200412035,-0.0005975960695650429,6.208286762237549,1e-06
163,0.046161651611328125,33.22740054130554,33.214899368584156,,,,161.0,4.0,0.328125,5916.456281239572,0.011855400704371277,0.011855400605418254,0.0013946631901490037,8.372312545776367,1e-06
164,77.07313942909241,13.207221269607544,13.198306661099195,124.91761517524719,0.9390127658843994,,162.0,9.0,1.0,6537.656853687156,0.02799574255477637,0.02799574248492718,0.0010626790681271814,12.271549224853516,1e-06
165,110.85137391090393,12.40199875831604,12.394066721200943,124.08280873298645,1.029879093170166,,164.0,9.0,0.90625,6467.610817592305,0.05549329286441207,0.05549329286441207,0.0014182596933096647,41.621829986572266,1e-06
166,0.04578423500061035,38.34859347343445,38.33605310693383,,,,164.0,3.0,0.0,5827.295245466845,0.015384770090928545,0.015384769943094316,0.002055500959262314,22.97064781188965,1e-06
167,79.14060235023499,22.606927156448364,22.59533489868045,141.44173765182495,1.1007740497589111,,165.0,7.0,0.640625,6144.586952243319,0.011877941549755633,0.011877941616278673,-0.0002519534957952731,5.501094341278076,1e-06
168,105.83921146392822,14.194731950759888,14.185267642140388,120.8385877609253,1.0359821319580078,,167.0,10.0,0.859375,6122.30253181856,0.02361202707979828,0.023612027056515217,0.0007353771768976002,10.919454574584961,1e-06
169,0.047116994857788086,41.94351553916931,41.92865339294076,,,,167.0,3.0,0.0,5888.455269149379,0.007103266371814243,0.007103266371511078,0.0013652526011658968,5.82612419128418,1e-06
170,47.09529638290405,13.138153076171875,13.129875164479017,103.39469909667969,1.1697089672088623,,168.0,9.0,1.0,6517.464859948308,0.027609704673523083,0.027609704760834575,0.0008835189237288432,10.783825874328613,1e-06
171,111.23487758636475,12.425448894500732,12.417595818638802,124.08878374099731,1.3302273750305176,,170.0,9.0,1.0,6198.623398940485,0.02924513738253154,0.0292451367713511,-0.00035761509570875205,8.348959922790527,1e-06
172,0.04627513885498047,39.6239538192749,39.61226860806346,,,,170.0,3.0,0.109375,5912.574771148658,0.0064432848078219895,0.006443284785332667,0.0003190284438791092,6.07307243347168,1e-06
173,51.132381439208984,12.286947965621948,12.279050048440695,104.23451113700867,1.189732313156128,,171.0,10.0,0.8125,6640.293807610487,0.029770467401249334,0.029770467430353165,-0.00036997773713665083,7.025208473205566,1e-06
174,78.98111605644226,11.73303484916687,11.725587863475084,91.20019698143005,1.15228271484375,,173.0,11.0,1.0,6089.801281727587,0.029431168222799897,0.029431168572045863,-0.000485050451970892,9.605074882507324,1e-06
175,0.04715466499328613,29.444733381271362,29.43450289219618,,,,173.0,5.0,0.40625,6028.843111430566,0.011245528690374663,0.011245528675822748,0.0002768764871790255,8.696918487548828,1e-06
176,49.723966121673584,13.172602891921997,13.164708826690912,93.93029046058655,1.1867830753326416,,174.0,10.0,1.0,6419.2456599316865,0.027067669201642275,0.027067669143434614,1.246370038643363e-05,25.51824951171875,1e-06
177,104.42228293418884,12.374611139297485,12.366720117628574,117.00292325019836,2.195793867111206,,176.0,10.0,1.0,6121.631223147387,0.02924121535033919,0.029241215670481324,0.0012341536057647318,8.350312232971191,1e-06
178,0.046164512634277344,34.02570915222168,34.01388546451926,,,,176.0,4.0,0.25,5908.484057478155,0.012989267476950773,0.012989267520606518,0.0005430550210803631,12.721137046813965,1e-06
179,40.95400285720825,10.030097484588623,10.022428650408983,86.33042573928833,1.299621343612671,,177.0,11.0,1.0,6643.1503104073545,0.029917738575022668,0.029917738283984363,0.0008805745510471752,5.473483085632324,1e-06
180,97.45424914360046,15.862592220306396,15.85464709252119,113.44275212287903,1.3901565074920654,25.808759450912476,179.0,8.0,1.0,6270.054414953995,0.018522231164388357,0.01852223090827465,0.0004526295728283003,5.8429365158081055,1e-06
181,0.053128957748413086,33.50035119056702,33.486873514950275,,,,179.0,3.0,0.25,5794.04643175713,0.009087074744093116,0.009087074679337092,0.00045339157732087186,5.71166467666626,1e-06
182,31.250793933868408,14.270456075668335,14.261063538491726,106.80299282073975,1.1400048732757568,,180.0,9.0,1.0,6227.060117943498,0.01958107721293345,0.019581077015027405,0.0009237497302819975,6.896650791168213,1e-06
183,87.46966004371643,11.938003540039062,11.930112011730671,99.46215152740479,1.2110786437988281,,182.0,10.0,1.0,6438.330161902425,0.022929728031158447,0.022929727914743125,0.00022983660164754838,5.52669620513916,1e-06
184,0.05632162094116211,35.65653038024902,35.643921349197626,,,,182.0,4.0,0.359375,5936.748595276638,0.012120403815060854,0.012120403815060854,-0.000706640123098623,7.797125339508057,1e-06
185,42.532251834869385,12.21923279762268,12.210675042122602,92.14605116844177,1.2767822742462158,,183.0,11.0,1.0,6603.115693592662,0.027560140006244183,0.02756013977341354,8.199361218430568e-05,6.537110805511475,1e-06
186,111.08511519432068,13.653064727783203,13.645151853561401,125.31711268424988,1.5951826572418213,,185.0,10.0,0.890625,6254.675720426269,0.02574855186685454,0.025748551939614117,-0.00010118848877027631,5.909143924713135,1e-06
187,0.04772472381591797,42.11403942108154,42.10138189792633,,,,185.0,3.0,0.0,5866.624535005238,0.004000387324291903,0.0040003873145906255,-6.227446745773098e-05,4.601462364196777,1e-06
188,37.251564502716064,13.527366638183594,13.51842824369669,94.90620136260986,1.2355778217315674,,186.0,10.0,1.0,6486.922770839805,0.018826555414125323,0.018826555088162424,0.0003841065597953275,7.187676429748535,1e-06
189,108.4298791885376,13.724271774291992,13.716412849724293,122.34270596504211,1.6098737716674805,,188.0,9.0,1.0,6057.378187014112,0.026965859113261104,0.026965859113261104,-0.00047661320240877103,8.080583572387695,1e-06
190,0.04548025131225586,39.353919506073,39.34382867068052,,,,188.0,3.0,0.078125,5882.371081299163,0.007681641166775741,0.00768164110856808,0.0012686150319247893,5.170747756958008,1e-06
191,83.18560361862183,13.787894248962402,13.778744284063578,137.65938639640808,1.2563533782958984,,189.0,9.0,1.0,6375.072952155434,0.024399923568125814,0.02439992348663509,0.00026642445591278373,7.033750534057617,1e-06
192,87.74353647232056,11.973649740219116,11.965339682996273,100.51666593551636,1.272974967956543,,191.0,11.0,1.0,6031.588062857879,0.028911809728015214,0.028911809902638197,0.00028329657834547106,10.524287223815918,1e-06
193,0.0562741756439209,28.220977067947388,28.209084536880255,,,,191.0,5.0,0.484375,5997.411925183674,0.016849910345626995,0.016849910374730825,0.0004557137144729495,6.255641937255859,1e-06
194,40.47212600708008,9.797395467758179,9.788439821451902,80.29207158088684,1.073899745941162,,192.0,11.0,1.0,6613.311332632591,0.026041336765047163,0.026041336706839502,5.347910337150097e-05,7.530832767486572,1e-06
195,105.61773085594177,14.191749095916748,14.183963894844055,105.61500716209412,0.4597041606903076,,194.0,10.0,1.0,6244.093728424831,0.023562094173394145,0.023562094010412694,-5.476551741594449e-05,9.957460403442383,1e-06
196,0.047328948974609375,26.507636785507202,26.49738546460867,,,,194.0,4.0,0.34375,6159.060493646716,0.022723325913830195,0.022723325848346576,0.0018549162850831635,11.66208267211914,1e-06
197,184.55670070648193,15.995185136795044,15.985711600631475,128.62054872512817,1.0850441455841064,,196.0,9.0,1.0,6118.62033067932,0.01915190080180764,0.01915190052241087,0.0008903406109311618,7.5644426345825195,1e-06
198,0.04795050621032715,30.615392208099365,30.605024222284555,,,,196.0,3.0,0.203125,6063.024118271673,0.010035454692115309,0.010035454665841017,-0.0006335778414520771,4.849063396453857,1e-06
199,52.21987700462341,10.95157790184021,10.944417234510183,83.86580538749695,1.0318348407745361,,197.0,11.0,1.0,6269.040966718104,0.03572531382087618,0.03572531370446086,0.00138176309519622,9.616608619689941,1e-06
200,70.90724611282349,12.332605838775635,12.3244555182755,95.72108507156372,1.163656234741211,26.280154943466187,198.0,10.0,1.0,6636.682641169122,0.021025197202106938,0.021025197464041412,0.0005907539671170525,4.926020622253418,1e-06
201,37.82867193222046,12.39368748664856,12.385303657501936,76.93509602546692,0.9441826343536377,,200.0,10.0,1.0,6344.374120565459,0.02274997395579703,0.022749973693862557,0.0009158587818092201,5.760643482208252,1e-06
202,0.04583740234375,26.52036738395691,26.506785057485104,,,,200.0,6.0,0.640625,5745.755272459662,0.017029140741215087,0.01702914066845551,0.00037322023990782327,9.618914604187012,1e-06
203,86.14255023002625,14.578349590301514,14.56936226785183,128.6649248600006,1.3433866500854492,,201.0,9.0,1.0,6543.731856429228,0.02247383657377213,0.02247383613139391,0.00012093170334992465,5.410877704620361,1e-06
204,93.08536553382874,12.477690935134888,12.470038648694754,106.03414344787598,1.0313301086425781,,203.0,10.0,1.0,6317.50247287693,0.02020692171936389,0.020206921733915806,0.00047310696845670464,4.738016605377197,1e-06
205,0.04471302032470703,25.737109184265137,25.725257609039545,,,,203.0,4.0,0.609375,6012.573415227884,0.0172367765699164,0.017236776533536613,0.001300956498425876,8.939152717590332,1e-06
206,57.07957220077515,9.956501007080078,9.948996648192406,94.04824018478394,1.1224822998046875,,204.0,12.0,1.0,6614.636865111074,0.03304583113640547,0.03304583136923611,0.000736571273591835,16.162384033203125,1e-06
207,86.9261109828949,11.323020935058594,11.314882665872574,98.86521816253662,1.0487160682678223,,206.0,11.0,1.0,6303.335359819206,0.024830808921251446,0.02483080863021314,0.0003263927735588368,7.187093257904053,1e-06
208,0.047493934631347656,31.936429738998413,31.92450313642621,,,,206.0,6.0,0.4375,5666.368532877671,0.010626021662675258,0.010626021714415401,0.0008093244594217847,11.692611694335938,1e-06
209,55.73924994468689,11.437153339385986,11.428405784070492,100.73520874977112,1.0712099075317383,,207.0,11.0,1.0,6627.171053513656,0.023421473291818984,0.02342147333547473,-1.6801512174424715e-05,6.701657295227051,1e-06
210,115.16375517845154,11.887058734893799,11.8778832629323,127.5884370803833,0.9787907600402832,,209.0,10.0,1.0,6318.002824139031,0.02405828473274596,0.024058284936472774,0.00011046423969673924,8.721819877624512,1e-06
211,0.27062225341796875,37.39510178565979,37.38299920037389,,,,209.0,3.0,0.171875,5924.952645259793,0.009182337682101537,0.009182337592144242,0.0002589486994111212,4.491793632507324,1e-06
212,54.15658950805664,12.03906774520874,12.029636926949024,104.78990054130554,1.196913719177246,,210.0,10.0,1.0,6617.53139212905,0.03188475793285761,0.03188475780189037,0.0006891011460083973,8.953496932983398,1e-06
213,72.36807107925415,12.812597274780273,12.803670849651098,85.2478437423706,1.7680106163024902,,212.0,11.0,1.0,6214.077270048542,0.026427008502651006,0.0264270082116127,0.0002650518508744426,5.1279168128967285,1e-06
214,0.04569506645202637,27.5230495929718,27.504190150648355,,,,212.0,4.0,0.328125,5968.545123519307,0.017038548587152036,0.01703854853985831,0.0007624022232448624,7.792550086975098,1e-06
215,36.89547109603882,11.447752475738525,11.436909772455692,77.23015689849854,1.1480460166931152,,213.0,10.0,1.0,6625.128772326646,0.02121116584748961,0.0212111659348011,0.000434633966506226,5.706573486328125,1e-06
216,94.28020572662354,12.381612539291382,12.373363334685564,106.96372151374817,1.1687378883361816,,215.0,10.0,1.0,6300.590865335737,0.028225705143995583,0.028225705260410905,0.001131936238380149,6.589064598083496,1e-06
217,0.05847764015197754,34.0661826133728,34.05430726706982,,,,215.0,4.0,0.453125,5936.870141402119,0.006865073184280845,0.006865073160997781,0.0007205523284483206,5.610249996185303,1e-06
218,70.02029395103455,10.803351163864136,10.795109756290913,116.31669092178345,0.9404802322387695,,216.0,11.0,1.0,6646.991241398389,0.02734637272078544,0.027346372604370117,0.0009090328380807478,7.973383903503418,1e-06
219,77.48088145256042,12.196376085281372,12.187263045459986,77.47297668457031,0.47489261627197266,,218.0,12.0,1.0,6017.840078320216,0.026435922482050955,0.02643592224922031,-7.68255586081068e-06,5.1111836433410645,1e-06
220,0.04407334327697754,34.03347206115723,34.018671452999115,,,26.206964015960693,218.0,4.0,0.234375,6030.232552832825,0.008653657548711636,0.00865365756326355,0.00037154491219553164,3.8413407802581787,1e-06
